,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
247,"Seattle, WA",47.6205,-122.3509,Taylor Shellfish Oyster Bar Queen Anne,47.62335780166168,-122.35430187658056,Seafood Restaurant
248,"Seattle, WA",47.6205,-122.3509,Bigfood,47.62147156295949,-122.35091889712471,BBQ Joint
249,"Seattle, WA",47.6205,-122.3509,Wa'z Seattle,47.617886,-122.34758300000001,Sushi Restaurant
250,"Seattle, WA",47.6205,-122.3509,Marion Oliver McCaw Hall,47.624238058061245,-122.35099057303688,Opera House
251,"Seattle, WA",47.6205,-122.3509,Skillet Counter,47.62128687020503,-122.35078769959625,American Restaurant
252,"Seattle, WA",47.6205,-122.3509,Belltown Spine & Wellness,47.6180499,-122.34678,Doctor's Office
253,"Seattle, WA",47.6205,-122.3509,Plaza Garibaldi,47.61941813095269,-122.35568717404945,Mexican Restaurant
254,"Seattle, WA",47.6205,-122.3509,KEXP Gathering Space,47.62278991604161,-122.35524783373941,Music Venue
255,"Seattle, WA",47.6205,-122.3509,Tilikum Place,47.61813043027679,-122.3476162144809,Plaza
256,"Seattle, WA",47.6205,-122.3509,Zeeks Pizza,47.6184785,-122.3478587,Pizza Place
257,"Seattle, WA",47.6205,-122.3509,Sugar Bakery & Coffeehouse,47.62333131324107,-122.35501401115835,Coffee Shop
258,"Seattle, WA",47.6205,-122.3509,The Vera Project,47.62312947951945,-122.35374601971354,Art Gallery
259,"Seattle, WA",47.6205,-122.3509,Panda Photo Lab,47.6242466,-122.354408,Camera Store
260,"Seattle, WA",47.6205,-122.3509,Seattle Repertory Theatre,47.623948840596626,-122.35364631105159,Theater
261,"Seattle, WA",47.6205,-122.3509,Belltown Dance Studio,47.6171431891241,-122.34699487793979,Dance Studio
262,"Seattle, WA",47.6205,-122.3509,Teatro Zinzanni,47.62487597777729,-122.35189687958662,Theater
263,"Seattle, WA",47.6205,-122.3509,Bill & Melinda Gates Foundation,47.623954740743066,-122.34685063362122,Office
264,"Seattle, WA",47.6205,-122.3509,Green Leaf Vietnamese Restaurant,47.616526445078144,-122.35158624038097,Vietnamese Restaurant
265,"Seattle, WA",47.6205,-122.3509,Avis Car Rental,47.619031,-122.348764,Rental Car Location
266,"Seattle, WA",47.6205,-122.3509,A Pizza Mart,47.618528806696006,-122.34528000344399,Pizza Place
267,"Seattle, WA",47.6205,-122.3509,Meekong Bar,47.61715890758666,-122.34716914996429,Vietnamese Restaurant
268,"Seattle, WA",47.6205,-122.3509,World Class Coffee,47.61741970363968,-122.3511227326488,Coffee Shop
269,"Seattle, WA",47.6205,-122.3509,Artisan Cafe,47.617934829797655,-122.34625686087513,Café
270,"Seattle, WA",47.6205,-122.3509,Chief Seattle Statue,47.6183889800688,-122.34753407802573,Outdoor Sculpture
271,"Seattle, WA",47.6205,-122.3509,Thai On 1,47.618056543839415,-122.35208005160158,Thai Restaurant
272,"Seattle, WA",47.6205,-122.3509,Golden Singha Thai Cuisine,47.618393299926154,-122.34745932647681,Thai Restaurant
273,"Seattle, WA",47.6205,-122.3509,Cherry Street Coffee House,47.61831137833025,-122.34706834720241,Coffee Shop
274,"Seattle, WA",47.6205,-122.3509,Brella's,47.620320292342626,-122.34622924636527,American Restaurant
275,"Seattle, WA",47.6205,-122.3509,Tandoori Hut,47.61624081764406,-122.34933237927308,Indian Restaurant
276,"Seattle, WA",47.6205,-122.3509,Cherry Street Coffee House,47.61626578219188,-122.35156979634606,Coffee Shop
277,"Seattle, WA",47.6205,-122.3509,SUBWAY,47.61624188744293,-122.35299670453384,Sandwich Place
278,"Seattle, WA",47.6205,-122.3509,Zheng Cafe,47.62067553783351,-122.3448840993104,Chinese Restaurant
279,"Seattle, WA",47.6205,-122.3509,Best Western Executive Inn,47.620424607075485,-122.34593242428673,Hotel
280,"Seattle, WA",47.6205,-122.3509,The Sandwich Tree,47.618659365212395,-122.35696947266827,Sandwich Place
281,"Seattle, WA",47.6205,-122.3509,Walgreens,47.618960313023216,-122.34551435705725,Pharmacy
282,"Denver, CO",39.7619,-104.8811,Jet Stream Pool,39.76625713721211,-104.88123332400131,Pool
283,"Denver, CO",39.7619,-104.8811,Push Performance Fit Camp,39.758728914940626,-104.8839530685282,Park
284,"Denver, CO",39.7619,-104.8811,Club LePeradice,39.765414753426526,-104.88330876423747,Cocktail Bar
285,"Denver, CO",39.7619,-104.8811,RTD Bus Stop 11232,39.75975181605941,-104.88585178580375,Bus Stop
286,"Denver, CO",39.7619,-104.8811,Writing Songs With Boris,39.766089,-104.882991,Music Venue
287,"Washington, DC",38.9041,-77.0172,A Baked Joint,38.90228032532726,-77.01721519231796,Café
288,"Washington, DC",38.9041,-77.0172,sweetgreen,38.9033073,-77.018647,Salad Place
289,"Washington, DC",38.9041,-77.0172,Alta Strada,38.90278754804728,-77.01825588941574,Italian Restaurant
290,"Washington, DC",38.9041,-77.0172,Vida Fitness,38.90276718361164,-77.0176737483369,Gym / Fitness Center
291,"Washington, DC",38.9041,-77.0172,Busboys and Poets,38.902457,-77.018107,American Restaurant
292,"Washington, DC",38.9041,-77.0172,Mandu,38.902758325437524,-77.01792061328888,Korean Restaurant
293,"Washington, DC",38.9041,-77.0172,Ottoman Taverna,38.90172926443825,-77.01637297868729,Turkish Restaurant
294,"Washington, DC",38.9041,-77.0172,Shouk,38.90273745213743,-77.02060014009476,Vegetarian / Vegan Restaurant
295,"Washington, DC",38.9041,-77.0172,SoulCycle Mount Vernon,38.90192965071092,-77.02046871185301,Cycle Studio
296,"Washington, DC",38.9041,-77.0172,RPM Italian,38.90222,-77.02094,Italian Restaurant
297,"Washington, DC",38.9041,-77.0172,The Capital Burger,38.903107469563096,-77.02175147440852,Burger Joint
298,"Washington, DC",38.9041,-77.0172,Texas de Brazil,38.900900130455106,-77.01794826714206,Brazilian Restaurant
299,"Washington, DC",38.9041,-77.0172,La Colombe Coffee Roasters,38.901054,-77.020102,Coffee Shop
300,"Washington, DC",38.9041,-77.0172,Kinship,38.90330468791273,-77.02179735225961,New American Restaurant
301,"Washington, DC",38.9041,-77.0172,425 Mass Rooftop Pool and Terrace,38.90078163542342,-77.01613930383651,Pool
302,"Washington, DC",38.9041,-77.0172,Saint's Paradise Cafeteria,38.90581,-77.020216,Southern / Soul Food Restaurant
303,"Washington, DC",38.9041,-77.0172,Eye Street Cellars,38.90130436350334,-77.01720093291088,Wine Shop
304,"Washington, DC",38.9041,-77.0172,Morris,38.90348237422747,-77.02193680237612,Cocktail Bar
305,"Washington, DC",38.9041,-77.0172,[solidcore] (solidcore),38.90071243682861,-77.01750466555698,Gym
306,"Washington, DC",38.9041,-77.0172,Sixth & I Historic Synagogue,38.90088412666676,-77.02017087333526,Synagogue
307,"Washington, DC",38.9041,-77.0172,Henry's Soul Cafe,38.902615526568006,-77.01611465586868,Southern / Soul Food Restaurant
308,"Washington, DC",38.9041,-77.0172,Chaia,38.90101519926154,-77.02093368590184,Taco Place
309,"Washington, DC",38.9041,-77.0172,Farmers & Distillers,38.90135771339457,-77.02020585536957,American Restaurant
310,"Washington, DC",38.9041,-77.0172,Tropical Smoothie Cafe,38.90166,-77.0169,Smoothie Shop
311,"Washington, DC",38.9041,-77.0172,Hampton Inn Washington-Downtown-Convention Center,38.901639,-77.0196151,Hotel
312,"Washington, DC",38.9041,-77.0172,Momiji,38.899996,-77.019193,Japanese Restaurant
313,"Washington, DC",38.9041,-77.0172,JOE & THE JUICE,38.902143,-77.01671,Juice Bar
314,"Washington, DC",38.9041,-77.0172,Karma Modern Indian,38.9010119193734,-77.02072309205893,Indian Restaurant
315,"Washington, DC",38.9041,-77.0172,Primal Fitness,38.90587982004762,-77.01433356641621,Gym
316,"Washington, DC",38.9041,-77.0172,Silo,38.90203158505654,-77.01891745184057,New American Restaurant
317,"Washington, DC",38.9041,-77.0172,Sbarro,38.9044808,-77.0221051,Pizza Place
318,"Washington, DC",38.9041,-77.0172,Orangetheory Fitness,38.90132842462021,-77.01706537468499,Gym / Fitness Center
319,"Washington, DC",38.9041,-77.0172,Prather’s on the Alley,38.90137528071061,-77.01770752565028,New American Restaurant
320,"Washington, DC",38.9041,-77.0172,CVS pharmacy,38.90297720553308,-77.02113328900113,Pharmacy
321,"Washington, DC",38.9041,-77.0172,DeliZique,38.901335,-77.021698,Sandwich Place
322,"Washington, DC",38.9041,-77.0172,China Boy Noodle Shop,38.900385,-77.01967,Chinese Restaurant
323,"Washington, DC",38.9041,-77.0172,MyEyeDr.,38.9012948,-77.0217009,Eye Doctor
324,"Washington, DC",38.9041,-77.0172,Homewood Suites,38.9043334,-77.0184633,Hotel
325,"Washington, DC",38.9041,-77.0172,Popeyes Louisiana Kitchen,38.907837954139396,-77.01976790026947,Fried Chicken Joint
326,"Washington, DC",38.9041,-77.0172,Papa John's Pizza,38.90036046666037,-77.0158529932852,Pizza Place
327,"Washington, DC",38.9041,-77.0172,Capital View,38.901500421937946,-77.01547362256203,Hostel
328,"Washington, DC",38.9041,-77.0172,Yale West Rooftop Pool,38.90451096912826,-77.01798593997313,Pool
329,"Washington, DC",38.9041,-77.0172,Lunar Massage,38.90482997185972,-77.01750452555935,Massage Studio
330,"Washington, DC",38.9041,-77.0172,7th St. and M St. NW,38.90602879728059,-77.01704781025552,Intersection
331,"Washington, DC",38.9041,-77.0172,New York & New Jersey Ave NW Bus Stop,38.905394853720416,-77.0149935687654,Bus Stop
332,"Washington, DC",38.9041,-77.0172,5th & N St Market,38.907131386952834,-77.01863759849665,Grocery Store
333,"Washington, DC",38.9041,-77.0172,Central Safe & Lock,38.90498,-77.021236,Locksmith
334,"Washington, DC",38.9041,-77.0172,Capital Bikeshare - New Jersey Ave & N St NW / Dunbar HS,38.907099,-77.01537,Bike Rental / Bike Share
335,"Washington, DC",38.9041,-77.0172,DC Private Jet Charter Service,38.90047337513468,-77.01605642208703,Office
336,"Washington, DC",38.9041,-77.0172,WMATA Bus Stop #1001342 (70),38.905486412941194,-77.02182993292809,Bus Stop
337,"Washington, DC",38.9041,-77.0172,Capital Bikeshare - 4th & Massachusetts NW,38.90023459494837,-77.01596214502985,Bike Rental / Bike Share
338,"Washington, DC",38.9041,-77.0172,The Gym,38.90025887755195,-77.01447828650379,Gym
339,"Boston, MA",42.332,-71.0202,Castle Island Point,42.330785611322156,-71.01536501767069,Lighthouse
340,"Boston, MA",42.332,-71.0202,Pleasure Bay,42.33509975407612,-71.02341894976983,Beach
341,"Boston, MA",42.332,-71.0202,South Boston World War II Memorial,42.333185063016494,-71.02280259132385,History Museum
342,"Boston, MA",42.332,-71.0202,Sugar Bowl At Castle Island,42.33319586292609,-71.0236278921241,Beach
343,"Boston, MA",42.332,-71.0202,Head Island,42.330655,-71.015889,Park
344,"Boston, MA",42.332,-71.0202,City Point,42.3334309,-71.0244937,Park
345,"Boston, MA",42.332,-71.0202,Farragut Park,42.33436795520277,-71.02487574010742,Park
346,"El Paso, TX",31.8484,-106.427,George Moore Sports Complex,31.847249018360017,-106.4250160729888,Baseball Field
347,"El Paso, TX",31.8484,-106.427,AM.ON Roofing and Remodeling,31.849922999999997,-106.429809,Home Service
348,"El Paso, TX",31.8484,-106.427,American Legion Post 58,31.84965,-106.43200700000001,Lounge
349,"Detroit, MI",42.383,-83.1022,Food Fields,42.38544984390693,-83.10413149024015,Farm
350,"Detroit, MI",42.383,-83.1022,Mitch and Son Electric,42.3799319,-83.099362,Construction & Landscaping
351,"Detroit, MI",42.383,-83.1022,14th & Calvert Streets,42.38162600867719,-83.10728073120117,Intersection
352,"Nashville, TN",36.1718,-86.785,First Tennessee Park,36.17314041766007,-86.78510963916779,Baseball Stadium
353,"Nashville, TN",36.1718,-86.785,The Band Box at First Tennessee Park,36.17197095337396,-86.78524031712332,Snack Place
354,"Nashville, TN",36.1718,-86.785,Von Elrod's Beer Hall & Kitchen,36.17372713,-86.78498455,Restaurant
355,"Nashville, TN",36.1718,-86.785,Bicentennial Mall State Park,36.170603809090665,-86.78761526993642,Monument / Landmark
356,"Nashville, TN",36.1718,-86.785,Geist,36.174669009924784,-86.7855129920943,Restaurant
357,"Nashville, TN",36.1718,-86.785,Nashville Farmers Market,36.17061127077875,-86.78864650459286,Farmers Market
358,"Nashville, TN",36.1718,-86.785,Bella Nashville,36.17063102673846,-86.7886803587748,Pizza Place
359,"Nashville, TN",36.1718,-86.785,Gardens of Babylon,36.16935566187317,-86.78800895474207,Flower Shop
360,"Nashville, TN",36.1718,-86.785,Swagruha Indian Restaurant,36.17056157598071,-86.78866608897903,Indian Restaurant
361,"Nashville, TN",36.1718,-86.785,NashTrash Tours,36.16895832031016,-86.78786118371252,Tour Provider
362,"Nashville, TN",36.1718,-86.785,Jamaicaway Restaurant and Catering,36.17072215283823,-86.78897197312293,Caribbean Restaurant
363,"Nashville, TN",36.1718,-86.785,Vista Germantown,36.17445002396787,-86.78756126875469,Residential Building (Apartment / Condo)
364,"Nashville, TN",36.1718,-86.785,Jack Brown's Beer & Burger Joint,36.176071733782656,-86.78558394120112,Burger Joint
365,"Nashville, TN",36.1718,-86.785,Musicians Hall of Fame,36.16799663614008,-86.7822829724384,Museum
366,"Nashville, TN",36.1718,-86.785,Henrietta Red,36.17593022294065,-86.7868111456295,Restaurant
367,"Nashville, TN",36.1718,-86.785,Batch Nashville,36.1705586602994,-86.78867018021685,Gift Shop
368,"Nashville, TN",36.1718,-86.785,Tennessee State Museum,36.172371918685315,-86.79003101381024,Museum
369,"Nashville, TN",36.1718,-86.785,Germantown Cafe,36.17539349914186,-86.78792193799723,Café
370,"Nashville, TN",36.1718,-86.785,SILO,36.1749414,-86.7883292,Southern / Soul Food Restaurant
371,"Nashville, TN",36.1718,-86.785,The Sweet Stash,36.17054100324046,-86.78866531576136,Dessert Shop
372,"Nashville, TN",36.1718,-86.785,Vui’s Kitchen Germantown,36.17574757880124,-86.78665831364228,Vietnamese Restaurant
373,"Nashville, TN",36.1718,-86.785,Red Bicycle Coffee & Crepes,36.17545442209214,-86.78803922712673,Café
374,"Nashville, TN",36.1718,-86.785,International Market,36.170645080100414,-86.78869505333425,Indian Restaurant
375,"Nashville, TN",36.1718,-86.785,Tempered Café & Chocolate,36.17545798222737,-86.78822682940898,Chocolate Shop
376,"Nashville, TN",36.1718,-86.785,Music City Crepes,36.170607530736504,-86.78874030482599,Creperie
377,"Nashville, TN",36.1718,-86.785,Jeni's Splendid Ice Creams,36.17056491983288,-86.78883245022,Ice Cream Shop
378,"Nashville, TN",36.1718,-86.785,The Picnic Tap,36.17057726836132,-86.78877105561902,Bar
379,"Nashville, TN",36.1718,-86.785,deavor,36.174817890223004,-86.78482912475539,Coworking Space
380,"Nashville, TN",36.1718,-86.785,Sedona Taphouse,36.17613872522055,-86.78541372974131,Gastropub
381,"Nashville, TN",36.1718,-86.785,B&C BBQ,36.17057566060255,-86.78875980356766,BBQ Joint
382,"Nashville, TN",36.1718,-86.785,Chicago Style Gyros,36.17060178142959,-86.7888017836467,Greek Restaurant
383,"Nashville, TN",36.1718,-86.785,Farmer's Deli & Grill,36.170592810819095,-86.78868703336056,Deli / Bodega
384,"Nashville, TN",36.1718,-86.785,The Trailer Perk,36.169985263894176,-86.78830216746307,Food Truck
385,"Nashville, TN",36.1718,-86.785,Pastime,36.170999479970654,-86.78233015424676,Sports Bar
386,"Nashville, TN",36.1718,-86.785,Nooleys,36.170715050525835,-86.78857667836783,Cajun / Creole Restaurant
387,"Nashville, TN",36.1718,-86.785,Butter Cake Babe Coffee Cafe,36.1706451724321,-86.78871906581129,Coffee Shop
388,"Nashville, TN",36.1718,-86.785,El Burrito Mexicano,36.17059255618394,-86.78868968916862,Mexican Restaurant
389,"Nashville, TN",36.1718,-86.785,U.S. Bank ATM,36.17248917,-86.78059387,ATM
390,"Portland, OR",45.537,-122.65,Blossoming Lotus,45.5353394083672,-122.65059670591158,Vegetarian / Vegan Restaurant
391,"Portland, OR",45.537,-122.65,Eb and Bean,45.535121282275554,-122.65085922454732,Frozen Yogurt Shop
392,"Portland, OR",45.537,-122.65,Helen Bernhard Bakery,45.53515185793639,-122.64829359370339,Bakery
393,"Portland, OR",45.537,-122.65,Milo's City Cafe,45.53517611298471,-122.65180533678134,American Restaurant
394,"Portland, OR",45.537,-122.65,Petisco,45.535115244992866,-122.65111155758676,Sandwich Place
395,"Portland, OR",45.537,-122.65,Taste Tickler,45.53510687832569,-122.65142589338166,Sandwich Place
396,"Portland, OR",45.537,-122.65,Sushi Ohana,45.534924,-122.650968,Sushi Restaurant
397,"Portland, OR",45.537,-122.65,Koji Osakaya,45.534198246804834,-122.65027821063995,Japanese Restaurant
398,"Portland, OR",45.537,-122.65,Capitol,45.534949084696976,-122.65059486834473,Cocktail Bar
399,"Portland, OR",45.537,-122.65,Lion and the Rose Victorian Guest House,45.535959999999996,-122.65018400000001,Bed & Breakfast
400,"Portland, OR",45.537,-122.65,Saint Simon Coffee Co.,45.53518184831251,-122.64574034782152,Coffee Shop
401,"Portland, OR",45.537,-122.65,Jimmy John's,45.535018979209696,-122.65382882677218,Sandwich Place
402,"Portland, OR",45.537,-122.65,New Identity Day Spa,45.535273,-122.654049,Spa
403,"Portland, OR",45.537,-122.65,Cadillac Cafe,45.53514024801157,-122.64758062790737,Breakfast Spot
404,"Portland, OR",45.537,-122.65,Kitchen Kaboodle,45.53499775853425,-122.64963025799197,Furniture / Home Store
405,"Portland, OR",45.537,-122.65,Swift Lounge,45.53500812193678,-122.64600611410253,Bar
406,"Portland, OR",45.537,-122.65,Chai Yo,45.53516554986417,-122.65110515644642,Thai Restaurant
407,"Portland, OR",45.537,-122.65,Massage Envy,45.53514849999313,-122.6501033278251,Spa
408,"Portland, OR",45.537,-122.65,Yuki Japanese Restaurant,45.535199802653494,-122.65159285486105,Sushi Restaurant
409,"Portland, OR",45.537,-122.65,Pastini Pastaria,45.53492350028121,-122.65084617455186,Italian Restaurant
410,"Portland, OR",45.537,-122.65,Peet's Coffee & Tea,45.535172,-122.650631,Coffee Shop
411,"Portland, OR",45.537,-122.65,Broadway Books,45.53488965675812,-122.64804661273958,Bookstore
412,"Portland, OR",45.537,-122.65,Thai Pod,45.53508117335398,-122.6455234280071,Thai Restaurant
413,"Portland, OR",45.537,-122.65,Furever Pets,45.53497393718695,-122.6465915004941,Pet Store
414,"Portland, OR",45.537,-122.65,Pour,45.53873842972733,-122.64449864668647,Wine Bar
415,"Portland, OR",45.537,-122.65,Root Whole Body,45.54087209911881,-122.65024185557458,Yoga Studio
416,"Portland, OR",45.537,-122.65,U.S. Bank ATM,45.53449886087248,-122.6492965221405,ATM
417,"Portland, OR",45.537,-122.65,WW (Weight Watchers),45.534659000000005,-122.652961,Weight Loss Center
418,"Portland, OR",45.537,-122.65,LA Fitness,45.53386557226076,-122.6531947446941,Gym / Fitness Center
419,"Portland, OR",45.537,-122.65,Redbox,45.53501,-122.645454,Video Store
420,"Portland, OR",45.537,-122.65,Broadway Grill & Brewery,45.5349298200581,-122.64823790736739,Brewery
421,"Portland, OR",45.537,-122.65,Portland's White House,45.53884373088266,-122.64452958363576,Bed & Breakfast
422,"Portland, OR",45.537,-122.65,A Painted Lady Inn,45.536885999999996,-122.649803,Bed & Breakfast
423,"Portland, OR",45.537,-122.65,Alteration Station,45.534796,-122.64805600000001,Tailor Shop
424,"Portland, OR",45.537,-122.65,Speedy Glass,45.534737660024405,-122.64735500514917,Automotive Shop
425,"Portland, OR",45.537,-122.65,Mattress Firm,45.535273,-122.654049,Mattress Store
426,"Portland, OR",45.537,-122.65,Sweet Jayne - Broadway,45.534795,-122.64626899999999,Boutique
427,"Portland, OR",45.537,-122.65,Chen's Dynasty,45.53523365111674,-122.65489460572901,Chinese Restaurant
428,"Portland, OR",45.537,-122.65,Wigland,45.53529,-122.655111,Cosmetics Shop
429,"Portland, OR",45.537,-122.65,Tru Cannabis @Broadway,45.535133,-122.65526,Marijuana Dispensary
430,"Portland, OR",45.537,-122.65,The Irvington Club,45.53879363413072,-122.6445275491952,Tennis Court
431,"Memphis, TN",35.1028,-89.9774,Lamar Quick Stop,35.100614,-89.977226,Convenience Store
432,"Memphis, TN",35.1028,-89.9774,Stereo One,35.10336813908316,-89.9822305472569,Electronics Store
433,"Oklahoma City, OK",35.4671,-97.5137,The Skirvin Hilton Oklahoma City,35.468948,-97.514038,Hotel
434,"Oklahoma City, OK",35.4671,-97.5137,Cafe 7,35.467408,-97.5160829,Sandwich Place
435,"Oklahoma City, OK",35.4671,-97.5137,Mahogany Prime Steakhouse,35.46675272607133,-97.51620621069938,Steakhouse
436,"Oklahoma City, OK",35.4671,-97.5137,The Melting Pot,35.4661,-97.51136,Fondue Restaurant
437,"Oklahoma City, OK",35.4671,-97.5137,Petroleum Club,35.46821641716135,-97.51408773658957,Restaurant
438,"Oklahoma City, OK",35.4671,-97.5137,FLINT,35.46662039496705,-97.51659784569291,Bar
439,"Oklahoma City, OK",35.4671,-97.5137,Red Piano,35.468903651702014,-97.51418843865395,Hotel Bar
440,"Oklahoma City, OK",35.4671,-97.5137,All About Cha,35.467299136483426,-97.51048443556734,Coffee Shop
441,"Oklahoma City, OK",35.4671,-97.5137,Colcord Hotel,35.46675191700649,-97.51664400100708,Hotel
442,"Oklahoma City, OK",35.4671,-97.5137,PINKITZEL Cupcakes & Candy,35.46462081231944,-97.51309963122708,Cupcake Shop
443,"Oklahoma City, OK",35.4671,-97.5137,TapWerks Ale House & Café,35.46674932380445,-97.50955661426013,Pub
444,"Oklahoma City, OK",35.4671,-97.5137,Chesapeake Energy Arena,35.46349099197475,-97.5149231615552,Basketball Stadium
445,"Oklahoma City, OK",35.4671,-97.5137,Vast,35.467016825483334,-97.51781550198359,American Restaurant
446,"Oklahoma City, OK",35.4671,-97.5137,City Bites,35.46930819708484,-97.51699878934896,Sandwich Place
447,"Oklahoma City, OK",35.4671,-97.5137,Abuelo's Mexican Restaurant,35.466613,-97.511278,Tex-Mex Restaurant
448,"Oklahoma City, OK",35.4671,-97.5137,Myriad Botanical Gardens,35.465470226074345,-97.51814863123599,Botanical Garden
449,"Oklahoma City, OK",35.4671,-97.5137,Let's Do Greek,35.46861643979954,-97.51544139470947,Greek Restaurant
450,"Oklahoma City, OK",35.4671,-97.5137,Bricktown Brewery,35.46673277546099,-97.51079918333184,Brewery
451,"Oklahoma City, OK",35.4671,-97.5137,Park Avenue Grill,35.468460601404196,-97.51403177761131,American Restaurant
452,"Oklahoma City, OK",35.4671,-97.5137,Old School Bagel Cafe,35.469999783904406,-97.51694449085313,Café
453,"Oklahoma City, OK",35.4671,-97.5137,Henry Hudson's Public House,35.46662140524497,-97.51108703465454,Pub
454,"Oklahoma City, OK",35.4671,-97.5137,The Cow Calf-Hay,35.469367,-97.517151,Burger Joint
455,"Oklahoma City, OK",35.4671,-97.5137,Kitchen No. 324,35.47068135543922,-97.51619640736213,Restaurant
456,"Oklahoma City, OK",35.4671,-97.5137,Skinny Slims Public House,35.467698970790714,-97.50885453236158,Bar
457,"Oklahoma City, OK",35.4671,-97.5137,Aloft Hotel Bricktown,35.4694385,-97.5097167,Hotel
458,"Oklahoma City, OK",35.4671,-97.5137,Richey's Grill,35.468415140293736,-97.51759730161368,Burger Joint
459,"Oklahoma City, OK",35.4671,-97.5137,Hot Tamale,35.46832351175829,-97.51417004160614,Mexican Restaurant
460,"Oklahoma City, OK",35.4671,-97.5137,Mickey Mantle's Steakhouse,35.465539105599966,-97.50926895089151,Steakhouse
461,"Oklahoma City, OK",35.4671,-97.5137,Devon Energy Center,35.46695231303463,-97.51787615795737,Event Space
462,"Oklahoma City, OK",35.4671,-97.5137,Put A Cork In It Bricktown Winery,35.46541653694039,-97.50991664975092,Winery
463,"Oklahoma City, OK",35.4671,-97.5137,Ice House,35.46553,-97.516563,American Restaurant
464,"Oklahoma City, OK",35.4671,-97.5137,Amtrak Oklahoma City (OKC),35.46535380472443,-97.51282453536987,Train Station
465,"Oklahoma City, OK",35.4671,-97.5137,Planet Sub,35.468816424707285,-97.51762160095716,Deli / Bodega
466,"Oklahoma City, OK",35.4671,-97.5137,Starbucks,35.46386738,-97.50996284,Coffee Shop
